DetailID,BuySellNo,GradeID,InvoiceDesc,SWeight,SWeightUOM,SPrice,SPriceUOM,SAmount,PPrice,PUOM,PAmount,PWeight,PWeightUOM,SCurrencyCd,SFxAmount,PCurrencyCd,PFxAmount,Color,DesignatedCpID,SPo,PPo,LotNo,UnitType,Units,Comment,IsReceived,IsItemReceived
11275,58736,944,Plastic Pallets - No Metal,13290,L,0.12,L,1594.8,100,U,100,13290,L         ,USD,1594.8,USD,100,          ,,17405,10506,                         ,9,1,,NULL,NULL
11276,58737,944,Plastic Pallets - No Metal,0,L,0.12,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,               ,               ,                         ,A,0,,NULL,NULL
11277,58738,944,Plastic Pallets - No Metal,15340,L,0.12,L,1840.8,100,U,100,15340,L         ,USD,1840.8,USD,100,          ,,17407,10529,                         ,9,1,,NULL,NULL
11278,58739,944,Plastic Pallets - No Metal,13910,L,0.12,L,1669.2,0,L,0,13910,L         ,USD,1669.2,USD,0,          ,,17408,10616,                         ,A,0,,NULL,NULL
11279,58740,944,Plastic Pallets - No Metal,13580,L,0.12,L,1629.6,0.02,L,271.6,13580,L         ,USD,1629.6,USD,271.6,          ,,17409,10639,                         ,A,0,,NULL,NULL
11280,58741,746,SAMPLE INVOICE,40000,L,0,L,0,0,L,0,40000,L         ,USD,0,USD,0,          ,,17410,               ,                         ,B,0,,NULL,NULL
11281,58742,936,HDPE Totes,10120,L,0,L,0,-1050,U,-1050,10120,L         ,USD,0,USD,-1050,          ,,17411,10354,                         ,9,1,,NULL,NULL
11282,58743,936,HDPE Totes,8880,L,0,L,0,-1050,U,-1050,8880,L         ,USD,0,USD,-1050,          ,,17411,10354,                         ,9,1,,NULL,NULL
11283,58744,936,HDPE Totes,440,L,0,L,0,-1050,U,-1050,10440,L         ,USD,0,USD,-1050,          ,,17411,10354,                         ,9,1,,NULL,NULL
11284,58745,936,HDPE Totes,8000,L,0,L,0,-1050,U,-1050,8000,L         ,USD,0,USD,-1050,          ,,17411,10354,                         ,9,1,,NULL,NULL
11285,58746,936,HDPE Totes,8840,L,0,L,0,-1050,U,-1050,8840,L         ,USD,0,USD,-1050,          ,,17411,10354,                         ,9,1,,NULL,NULL
11286,58747,10061,PC Clear,0,L,0.32,L,0,0.19,L,0,0,L         ,USD,0,USD,0,          ,,17412,10355,                         , ,0,,NULL,NULL
11287,58747,964,PC - Color,0,L,0.2,L,0,0.1,L,0,0,L         ,USD,0,USD,0,          ,,17412,10355,                         , ,0,,NULL,NULL
11288,58748,10061,PC Clear Parts,9089,L,0.2,L,1817.8,0.12,L,1090.68,9089,L         ,USD,1817.8,USD,1090.68,          ,,17423,10356,                         , ,0,,NULL,NULL
11290,58749,10024,HDPE Frac Melt Sheet Regrind,41164,L,0.23,L,9467.72,0.21,L,8644.44,41164,L         ,USD,9467.72,USD,8644.44,          ,,17413,10357,                         , ,0,,NULL,NULL
11291,58750,10024,HDPE Frac Melt Sheet Regrind,41004,L,0.23,L,9430.92,0.2,L,8200.8,41004,L         ,USD,9430.92,USD,8200.8,          ,,17414,10358,                         , ,0,,NULL,NULL
11292,58751,881,Gaylord Boxes,324,E,7,E,2268,5,E,1750,350,E         ,USD,2268,USD,1750,          ,,17415,10359,                         ,9,0,,NULL,NULL
11293,58752,931,LDPE Film - Grade A,43820,L,0.22,L,9640.4,0.18,L,7887.6,43820,L         ,USD,9640.4,USD,7887.6,          ,,17416,10360,                         , ,0,,NULL,NULL
11294,58531,832,DUMPING FEES  - TRASH,1,E,-120,E,-120,0,L,0,0,L         ,USD,-120,USD,0,          ,,17247,10207,                         , ,0,,NULL,NULL
11295,58753,944,Plastic Pallets - No Metal,16752,L,0.09,L,1507.68,0.025,L,418.8,16752,L         ,USD,1507.68,USD,418.8,          ,,17432,10361,                         ,9,0,,NULL,NULL
11296,58757,10013,"HD bins, pallets, & lids",20520,L,0.06,L,1231.2,0.03,L,615.6,20520,L         ,USD,1231.2,USD,615.6,          ,,17422,10362,                         , ,0,,NULL,NULL
11297,58758,926,LLDPE/LDPE Mixed Color Purge,23250,L,0.15,L,3487.5,0.07,L,1627.5,23250,L         ,USD,3487.5,USD,1627.5,          ,,17424,10363,                         , ,0,,NULL,NULL
11298,58759,944,"HDPE-P MIXED PARTS 12,560 lb 0.02 251.20",19966,L,0.09,L,1796.94,0.02,L,399.32,19966,L         ,USD,1796.94,USD,399.32,          ,,17435,10364,                         , ,0,,NULL,NULL
11299,58760,944,Mixed HD/PP Pallets and Knockdowns,25134,L,0.09,L,2262.06,0.06,L,1508.04,25134,L         ,USD,2262.06,USD,1508.04,          ,,17434,10365,                         , ,0,,NULL,NULL
11301,58765,936,HDPE Totes,10800,L,0,L,0,-1050,U,-1050,10800,L         ,USD,0,USD,-1050,          ,,17427,10366,                         ,9,1,,NULL,NULL
11302,58766,936,HDPE Totes,12300,L,0,L,0,-1050,U,-1050,12300,L         ,USD,0,USD,-1050,          ,,17427,10366,                         ,9,1,,NULL,NULL
11303,58767,936,HDPE Totes,8820,L,0,L,0,-1050,U,-1050,8820,L         ,USD,0,USD,-1050,          ,,17427,10366,                         ,9,1,,NULL,NULL
11304,58768,936,HDPE Totes,8000,L,0,L,0,-1050,U,-1050,8000,L         ,USD,0,USD,-1050,          ,,17427,10366,                         ,9,1,,NULL,NULL
11305,58769,10079,PP Repro - Mixed Color,42041,L,0.43,L,18077.63,0.38,L,15884,41800,L         ,USD,18077.63,USD,15884,          ,,17428,10367,                         , ,0,,NULL,NULL
11306,58770,10070,ABS Spools,14450,L,0.12,L,1734,0.025,L,361.25,14450,L         ,USD,1734,USD,361.25,          ,,17429,10368,                         ,G,26,,NULL,NULL
11307,58771,831,HMW Repro,45780,L,0.0525,L,2403.45,0.0525,L,2403.45,45780,L         ,USD,2403.45,USD,2403.45,          ,,               ,10399,58771-1                  , ,0,,NULL,NULL
11308,58772,822,PP Crates,8860,L,0.2,L,1772,0.08,L,708.8,8860,L         ,USD,1772,USD,708.8,          ,,17430,10369,                         , ,0,,NULL,NULL
11309,58773,822,PP Crates,8862,L,0.2,L,1772.4,0.08,L,708.96,8862,L         ,USD,1772.4,USD,708.96,          ,,17430,10369,                         , ,0,,NULL,NULL
11310,58774,1009,3 door control panel,2,E,6071.64,E,12143.28,6071.64,E,12143.28,2,E         ,USD,12143.28,USD,12143.28,          ,,               ,10370,58774-1                  ,9,1,,NULL,NULL
11311,58774,1013,ABB rack distribution cabinet,1,E,1880.37,E,1880.37,1880.37,E,1880.37,1,E         ,USD,1880.37,USD,1880.37,          ,,               ,10370,58774-2                  ,9,1,,NULL,NULL
11312,58774,1010,(6) CleanAir technologies 9 sock,1,E,1787.54,E,1787.54,1787.54,E,1787.54,1,E         ,USD,1787.54,USD,1787.54,          ,,               ,10370,58774-3                  ,9,1,,NULL,NULL
11314,58774,1011,2017 Gockel bed knife sharpener,1,E,37001.48,E,37001.48,37001.48,E,37001.48,1,E         ,USD,37001.48,USD,37001.48,          ,,               ,10370,58774-4                  ,9,1,,NULL,NULL
11315,58774,1012,Grinder Knives,1,E,4437.69,E,4437.69,4437.69,E,4437.69,1,E         ,USD,4437.69,USD,4437.69,          ,,               ,10370,58774-5                  ,9,1,,NULL,NULL
11316,58775,1015,Chiller & Dust Collection,1,E,79074.6,E,79074.6,79074.6,E,79074.6,1,E         ,USD,79074.6,USD,79074.6,          ,,               ,10371,58775-1                  ,9,1,,NULL,NULL
11317,58776,819,HDPE Jerry Cans,20045,L,0.15,L,3006.75,0.06,L,1202.7,20045,L         ,USD,3006.75,USD,1202.7,          ,,17431,10372,                         , ,0,,NULL,NULL
11318,58776,10023,HDPE 55 Gallon Drums,13475,L,0.15,L,2021.25,0.1,L,1347.5,13475,L         ,USD,2021.25,USD,1347.5,          ,,17431,10372,                         , ,0,,NULL,NULL
11319,58610,10003,TRASH - NO VALUE,3597,L,0,L,0,0,L,0,3597,L         ,USD,0,USD,0,          ,,17300,10257,                         , ,0,,NULL,NULL
11320,58777,881,Gaylord Boxes,287,E,3,E,861,3,E,861,287,E         ,USD,861,USD,861,          ,,               ,10374,58777-1                  ,9,0,,NULL,NULL
11321,58699,10003,TRASH - NO VALUE,828,L,0,L,0,0,L,0,828,L         ,USD,0,USD,0,          ,,17369,10324,                         , ,0,,NULL,NULL
11322,58779,944,"HDPE-P MIXED PARTS 12,560 lb 0.02 251.20",14715,L,0.09,L,1324.35,0.01,L,147.15,14715,L         ,USD,1324.35,USD,147.15,          ,,17436,10375,                         , ,0,,NULL,NULL
11323,58780,881,Gaylord Boxes,270,E,3,E,810,3,E,810,270,E         ,USD,810,USD,810,          ,,               ,10376,58780-1                  ,9,0,,NULL,NULL
11324,58781,881,Gaylord Boxes,270,E,3,E,810,3,E,810,270,E         ,USD,810,USD,810,          ,,               ,10377,58781-1                  ,9,0,,NULL,NULL
11325,58782,881,Gaylord Boxes,280,E,3,E,840,3,E,840,280,E         ,USD,840,USD,840,          ,,               ,10378,58782-1                  ,9,0,,NULL,NULL
11326,58783,881,Gaylord Boxes,274,E,3,E,822,3,E,822,274,E         ,USD,822,USD,822,          ,,               ,10379,58783-1                  ,9,0,,NULL,NULL
11330,58793,1008,HMW Repro,41766,L,0.21,L,8770.86,0.16,L,6682.56,41766,L         ,USD,8770.86,USD,6682.56,          ,,17440,10380,                         , ,0,,NULL,NULL
11331,58794,1008,HMW Repro,41992,L,0.21,L,8818.32,0.16,L,6718.72,41992,L         ,USD,8818.32,USD,6718.72,          ,,17441,10381,                         , ,0,,NULL,NULL
11332,58795,1008,HMW Repro,41691,L,0.21,L,8755.11,0.16,L,6670.56,41691,L         ,USD,8755.11,USD,6670.56,          ,,17445,10382,                         , ,0,,NULL,NULL
11333,58796,1008,HMW Repro,41916,L,0.21,L,8802.36,0.16,L,6706.56,41916,L         ,USD,8802.36,USD,6706.56,          ,,17445,10383,                         , ,0,,NULL,NULL
11334,58797,1008,HMW Repro,42070,L,0.21,L,8834.7,0.16,L,6731.2,42070,L         ,USD,8834.7,USD,6731.2,          ,,17445,10384,                         , ,0,,NULL,NULL
11335,58798,1008,HMW Repro,39175,L,0.21,L,8226.75,0.16,L,6268,39175,L         ,USD,8226.75,USD,6268,          ,,17445,10385,                         , ,0,,NULL,NULL
11336,58799,1008,HMW Repro,41896,L,0.21,L,8798.16,0.16,L,6703.36,41896,L         ,USD,8798.16,USD,6703.36,          ,,17445,10386,                         , ,0,,NULL,NULL
11337,58800,1008,HMW Repro,42032,L,0.21,L,8826.72,0.16,L,6725.12,42032,L         ,USD,8826.72,USD,6725.12,          ,,17445,10387,                         , ,0,,NULL,NULL
11338,58801,1008,HMW Repro,42082,L,0.21,L,8837.22,0.16,L,6733.12,42082,L         ,USD,8837.22,USD,6733.12,          ,,17445,10388,                         , ,0,,NULL,NULL
11339,58802,1008,HMW Repro,41366,L,0.21,L,8686.86,0.16,L,6618.56,41366,L         ,USD,8686.86,USD,6618.56,          ,,17445,10389,                         , ,0,,NULL,NULL
11340,58803,1008,HMW Repro,41469,L,0.21,L,8708.49,0.16,L,6635.04,41469,L         ,USD,8708.49,USD,6635.04,          ,,17445,10390,                         , ,0,,NULL,NULL
11341,58804,1008,HMW Repro,41957,L,0.21,L,8810.97,0.16,L,6711.52,41947,L         ,USD,8810.97,USD,6711.52,          ,,17445,10391,                         , ,0,,NULL,NULL
11342,58805,1008,HMW Repro,41491,L,0.21,L,8713.11,0.16,L,6638.56,41491,L         ,USD,8713.11,USD,6638.56,          ,,17445,10392,                         , ,0,,NULL,NULL
11343,58806,1008,HMW Repro,41965,L,0.21,L,8812.65,0.16,L,6714.4,41965,L         ,USD,8812.65,USD,6714.4,          ,,17445,10393,                         , ,0,,NULL,NULL
11344,58807,1008,HMW Repro,41890,L,0.21,L,8796.9,0.16,L,6702.4,41890,L         ,USD,8796.9,USD,6702.4,          ,,17445,10394,                         , ,0,,NULL,NULL
11345,58808,1008,HD HMW Repro - GREY,41783,L,0.26,L,10863.58,0.16,L,6613.44,41334,L         ,USD,10863.58,USD,6613.44,          ,,17559,10395,                         , ,0,,NULL,NULL
11346,58809,1008,HD HMW Repro - GREY,40973,L,0.22,L,9014.06,0.16,L,6555.68,40973,L         ,USD,9014.06,USD,6555.68,          ,,17765,10396,                         , ,0,,NULL,NULL
11347,58810,1008,HD/HMW Repro,40934,L,0,L,0,0.16,L,6549.44,40934,L         ,USD,0,USD,6549.44,          ,,17764,10397,                         , ,0,,NULL,NULL
11348,58811,944,Plastic Pallets - No Metal,12517,L,0.09,L,1126.53,0.02,L,250.34,12517,L         ,USD,1126.53,USD,250.34,          ,,17442,10398,                         ,A,0,,NULL,NULL
11349,58540A,10099,PVC Siding,21020,L,4000,U,4000,0.1156,L,3586.2,31020,L         ,USD,4000,USD,3586.2,          ,,17443,               ,                         , ,1,,NULL,NULL
11350,58786,881,Gaylord Boxes,460,E,8.5,E,3910,4.23,E,1945.78,460,E         ,USD,3910,USD,1945.78,          ,,17439,               ,                         ,9,2,,NULL,NULL
11351,58710,10079,PP-MCSanko,1735,L,0.09,L,156.15,0,L,0,0,L         ,USD,156.15,USD,0,          ,,17379,10335,                         , ,0,,NULL,NULL
11352,58710,10013,HD-MCNon-Struc,5369,L,0.08,L,429.52,0,L,0,0,L         ,USD,429.52,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
11353,58710,10013,HD-MCThermo,783,L,0.07,L,54.81,0,L,0,0,L         ,USD,54.81,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
11354,58710,10013,HD-MCThermo,4427,L,0.06,L,265.62,0,L,0,0,L         ,USD,265.62,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
11355,58812,881,Gaylord Boxes,0,E,5.5,E,0,3.5,E,0,0,E         ,USD,0,USD,0,          ,,17444,10401,                         ,9,1,,NULL,NULL
11356,58813,944,Plastic Pallets - No Metal,11600,L,0.09,L,1044,-250,U,-250,11600,L         ,USD,1044,USD,-250,          ,,17446,10402,                         ,9,1,,NULL,NULL
11357,58814,944,Plastic Pallets - No Metal,5697,L,0.12,L,683.64,0.06,L,341.82,5697,L         ,USD,683.64,USD,341.82,          ,,17447,10403,                         , ,0,,NULL,NULL
11358,58814,10082,PP Corrugated,3388,L,0.15,L,508.2,0.125,L,423.5,3388,L         ,USD,508.2,USD,423.5,          ,,17447,10403,                         , ,0,,NULL,NULL
11359,58815,877,LDPE Film - Grade B,38050,L,0.14,L,5327,0.07,L,2663.5,38050,L         ,USD,5327,USD,2663.5,          ,,17448,10405,                         ,B,0,,NULL,NULL
11360,58816,931,LDPE Film - Grade A,38000,L,0,L,0,0,L,0,38000,L         ,USD,0,USD,0,          ,,17449,10406,                         ,B,0,,NULL,NULL
11361,58817,931,LDPE Film - Grade A,0,L,0.21,L,0,0.11,L,0,0,L         ,USD,0,USD,0,          ,,17450,10407,                         ,B,0,,NULL,NULL
11362,58818,10099,PVC Siding,29020,L,0.06,L,1741.2,0.06,L,1741.2,29020,L         ,USD,1741.2,USD,1741.2,          ,,               ,10408,58818-1                  , ,0,,NULL,NULL
11363,58819,991,LLDPE Film - Post Industrial,22894,L,0.04,L,915.76,0.04,L,915.76,22894,L         ,USD,915.76,USD,915.76,          ,,               ,10409,58819-1                  , ,0,,NULL,NULL
11364,58819,991,LLDPE Black Repro,14718,L,0.16,L,2354.88,0.16,L,2354.88,14718,L         ,USD,2354.88,USD,2354.88,          ,,               ,10409,58819-2                  , ,-1,,NULL,NULL
11365,58785,881,Gaylord Boxes,460,E,8.75,E,4025,4.231,E,1946.42,460,E         ,USD,4025,USD,1946.42,          ,,17438,               ,                         ,9,2,,NULL,NULL
11366,58784,881,Gaylord Boxes,460,E,9,E,4140,4.202,E,1933.07,460,E         ,USD,4140,USD,1933.07,          ,,17437,               ,                         ,9,1,,NULL,NULL
11367,58820,936,HDPE Totes,12400,L,0,L,0,-1050,U,-1050,12400,L         ,USD,0,USD,-1050,          ,,17427,10366,                         ,9,1,,NULL,NULL
11368,58821,936,HDPE Totes,12380,L,0,L,0,-1050,U,-1050,12380,L         ,USD,0,USD,-1050,          ,,17427,10366,                         ,9,1,,NULL,NULL
11369,58822,994,HD Natural Purge and Jugs,1,L,0,L,0,0,L,0,1,L         ,USD,0,USD,0,          ,,               ,10410,58822-1                  ,G,0,,NULL,NULL
11370,58823,10059,LDPE Film,37600,L,0.15,L,5640,0.06,L,2256,37600,L         ,USD,5640,USD,2256,          ,,17453,10411,                         , ,0,,NULL,NULL
11371,58824,860,Super Sacks A - reusable from peanuts,30960,L,0.18,L,5572.8,0.1,L,3096,30960,L         ,USD,5572.8,USD,3096,          ,,17454,10413,                         , ,0,,NULL,NULL
11372,58829,931,LDPE A/B - Trial,0,L,0.19,L,0,0.12,L,0,0,L         ,USD,0,USD,0,          ,,17455,10414,                         ,B,0,,NULL,NULL
11373,58830,931,LDPE Film - Grade A,42120,L,0.17,L,7160.4,0.14,L,5896.8,42120,L         ,USD,7160.4,USD,5896.8,          ,,17456,10415,                         , ,0,,NULL,NULL
11374,58831,944,Mixed HD/PP Pallets and Knockdowns,14440,L,0.09,L,1299.6,0.06,L,866.4,14440,L         ,USD,1299.6,USD,866.4,          ,,17457,10416,                         , ,0,,NULL,NULL
11375,58832,944,Mixed HD/PP Pallets and Knockdowns,15380,L,0.09,L,1384.2,0.06,L,922.8,15380,L         ,USD,1384.2,USD,922.8,          ,,17458,10417,                         , ,0,,NULL,NULL
11376,58833,10050,White HIPS w/ print,38685,L,0.15,L,5802.75,0.1,L,3868.5,38685,L         ,USD,5802.75,USD,3868.5,          ,,17459,10418,                         ,B,39,,NULL,NULL
11377,58834,749,LDPE Densified Foam - Natural/Mixed Color,44640,L,0.14,L,6249.6,0.06,L,2678.4,44640,L         ,USD,6249.6,USD,2678.4,          ,,17460,10419,                         ,A,0,,NULL,NULL
11378,58835,803,Pp mix,16360,L,0.13,L,2126.8,0.11,L,1799.6,16360,L         ,USD,2126.8,USD,1799.6,          ,,17461,10420,                         , ,0,,NULL,NULL
11379,58835,10010,Hdpe color,23100,L,0.05,L,1155,0.03,L,693,23100,L         ,USD,1155,USD,693,          ,,17461,10420,                         , ,0,,NULL,NULL
11380,58836,10004,OCC BALES,0,S,100,S,0,90,S,0,0,S         ,USD,0,USD,0,          ,,17462,10421,                         , ,0,,NULL,NULL
11381,58837,906,PP Regrind,41535,L,0.335,L,13914.23,0.31,L,12748.75,41125,L         ,USD,13914.23,USD,12748.75,          ,,17463,10422,                         , ,0,,NULL,NULL
11382,58838,906,PP Regrind,40515,L,0.335,L,13572.53,0.31,L,12497.34,40314,L         ,USD,13572.53,USD,12497.34,          ,,17464,10423,                         , ,0,,NULL,NULL
11383,58814,10022,HDPE Crates,820,L,0.14,L,114.8,0.07,L,57.4,820,L         ,USD,114.8,USD,57.4,          ,,17447,10403,                         , ,0,,NULL,NULL
11385,58840,936,HDPE Totes,4440,L,0.05,L,222,-1150,U,-1150,4440,L         ,USD,222,USD,-1150,          ,,17465,10425,                         ,9,1,,NULL,NULL
11386,58841,936,HDPE Totes,3840,L,0.05,L,192,-1150,U,-1150,3840,L         ,USD,192,USD,-1150,          ,,17465,10425,                         ,9,1,,NULL,NULL
11388,58843,780,PA66 Parts and Purge,21050,L,0.01,L,210.5,0,L,0,21050,L         ,USD,210.5,USD,0,          ,,17467,10426,                         , ,0,,NULL,NULL
11391,58846,10022,HDPE Pepsi crates,12180,L,0.18,L,2192.4,0.01,L,121.8,12180,L         ,USD,2192.4,USD,121.8,          ,,17469,10427,                         , ,0,,NULL,NULL
11392,58847,944,Mixed Pallets,8609,L,0.08,L,688.72,0,U,0,8609,L         ,USD,688.72,USD,0,          ,,17470,10428,                         , ,0,,NULL,NULL
11393,58848,944,Mixed Pallets,8120,L,0.08,L,649.6,0,U,0,8120,L         ,USD,649.6,USD,0,          ,,17470,10428,                         , ,0,,NULL,NULL
11394,58849,944,Mixed Pallets,9552,L,0.08,L,764.16,0,U,0,9552,L         ,USD,764.16,USD,0,          ,,17522,10428,                         , ,0,,NULL,NULL
11395,58850,10024,HDPE Frac Melt Sheet Regrind,40079,L,0.235,L,9418.57,0.21,L,8416.59,40079,L         ,USD,9418.57,USD,8416.59,          ,,17471,10429,                         , ,0,,NULL,NULL
11396,58851,10053,LDPE FILM  - Chopped Off The Roll,1812,L,0,L,0,0,L,0,1812,L         ,USD,0,USD,0,          ,,17472,10430,                         ,B,1,,NULL,NULL
11397,58852,831,HMW Repro,45300,L,0.0525,L,2378.25,0.0525,L,2378.25,45300,L         ,USD,2378.25,USD,2378.25,          ,,               ,10431,58852-1                  , ,0,,NULL,NULL
11398,58853,831,HMW Repro,40520,L,0.0525,L,2127.3,0.0525,L,2127.3,40520,L         ,USD,2127.3,USD,2127.3,          ,,               ,10432,58853-1                  , ,0,,NULL,NULL
11399,58854,1008,HD HMW Repro - Gray,41314,L,0.205,L,8469.37,0.16,L,6610.24,41314,L         ,USD,8469.37,USD,6610.24,          ,,17473,10433,                         , ,0,,NULL,NULL
11400,58855,1008,HD HMW Repro - Approx - Black and Gray,40802,L,0.24,L,9792.48,0.16,L,6528.32,40802,L         ,USD,9792.48,USD,6528.32,          ,,17560,10434,                         , ,0,,NULL,NULL
11401,58856,1008,HD HMW Repro - Approx - Black and Gray,41271,L,0.21,L,8666.91,0.16,L,6603.36,41271,L         ,USD,8666.91,USD,6603.36,          ,,17560,10435,                         , ,0,,NULL,NULL
11402,58857,1008,HD HMW Repro - Approx - Black and Gray,41204,L,0.26,L,10713.04,0.16,L,6552.96,40956,L         ,USD,10713.04,USD,6552.96,          ,,17559,10436,                         , ,0,,NULL,NULL
11403,58858,1008,HD HMW Repro - Approx - Black and Gray,42200,L,0.26,L,10972,0.16,L,6594.4,41215,L         ,USD,10972,USD,6594.4,          ,,17559,10437,                         , ,0,,NULL,NULL
11404,58859,10023,HDPE Drums/Jugs,33900,L,0.14,L,4746,0.08,L,2712,33900,L         ,USD,4746,USD,2712,          ,,17474,10438,                         , ,0,,NULL,NULL
11405,58865,944,Mixed HD/PP Pallets and Knockdowns,16060,L,0.09,L,1445.4,0.06,L,963.6,16060,L         ,USD,1445.4,USD,963.6,          ,,17475,10439,                         , ,0,,NULL,NULL
11406,58866,944,Mixed HD/PP Pallets and Knockdowns,14080,L,0.09,L,1267.2,0.06,L,844.8,14080,L         ,USD,1267.2,USD,844.8,          ,,17476,10440,                         , ,0,,NULL,NULL
11407,58867,944,Mixed Pallets,11340,L,0.11,L,1247.4,0.03,L,340.2,11340,L         ,USD,1247.4,USD,340.2,          ,,17477,10441,                         , ,0,,NULL,NULL
11408,58868,881,Gaylord Boxes,294,E,3,E,882,3,E,882,294,E         ,USD,882,USD,882,          ,,               ,10442,58868-1                  ,9,0,,NULL,NULL
11409,58869,881,Gaylord Boxes,260,E,3,E,780,3,E,780,260,E         ,USD,780,USD,780,          ,,               ,10443,58869-1                  ,9,0,,NULL,NULL
11410,58870,881,Gaylord Boxes,299,E,3,E,897,3,E,897,299,E         ,USD,897,USD,897,          ,,               ,10444,58870-1                  ,9,0,,NULL,NULL
11411,58871,881,Gaylord Boxes,290,E,3,E,870,3,E,870,290,E         ,USD,870,USD,870,          ,,               ,10445,58871-1                  ,9,0,,NULL,NULL
11412,58872,881,Gaylord Boxes,280,E,3,E,840,3,E,840,280,E         ,USD,840,USD,840,          ,,               ,10446,58872-1                  ,9,0,,NULL,NULL
11413,58873,10059,Multi-vac non forming film,5300,L,0,L,0,0,L,0,5300,L         ,USD,0,USD,0,          ,,17478,10447,                         , ,0,,NULL,NULL
11414,58833,851,HIPS w/ Contamination,2175,L,0,L,0,0,L,0,2175,L         ,USD,0,USD,0,          ,,17459,10418,                         ,B,2,,NULL,NULL
11415,58876,931,LDPE Grade A Film,39440,L,0.215,L,8479.6,0.14,L,5555.2,39680,L         ,USD,8479.6,USD,5555.2,          ,,17479,10448,                         , ,0,,NULL,NULL
11416,58877,931,LDPE Film - Grade A,36980,L,0.17,L,6286.6,0.135,L,4992.3,36980,L         ,USD,6286.6,USD,4992.3,          ,,17480,10449,                         , ,0,,NULL,NULL
11417,58878,931,LDPE Film - Grade A,40980,L,0.17,L,6966.6,0.135,L,5532.3,40980,L         ,USD,6966.6,USD,5532.3,          ,,17481,10450,                         , ,0,,NULL,NULL
11418,58879,944,Plastic Pallets - No Metal,11320,L,0.09,L,1018.8,0,L,0,11320,L         ,USD,1018.8,USD,0,          ,,17482,10451,                         , ,0,,NULL,NULL
11419,58880,944,Plastic Pallets - No Metal,11780,L,0.09,L,1060.2,0,L,0,11780,L         ,USD,1060.2,USD,0,          ,,17483,10452,                         , ,0,,NULL,NULL
11420,58881,944,Plastic Pallets - No Metal,11420,L,0.09,L,1027.8,0,L,0,11420,L         ,USD,1027.8,USD,0,          ,,17484,10453,                         , ,0,,NULL,NULL
11422,58883,944,Plastic Pallets - No Metal,2170,L,0.12,L,260.4,0.07,L,151.9,2170,L         ,USD,260.4,USD,151.9,          ,,17486,10454,                         , ,0,,NULL,NULL
11423,58883,10082,PP Corrugated,1854,L,0.15,L,278.1,0.125,L,231.75,1854,L         ,USD,278.1,USD,231.75,          ,,17486,10454,                         , ,0,,NULL,NULL
11424,58883,865,HDPE Crate Grade Regrind,11303,L,0.25,L,2825.75,0.24,L,2712.72,11303,L         ,USD,2825.75,USD,2712.72,          ,,17486,10454,                         , ,0,,NULL,NULL
11425,58884,750,PP Purge,34040,L,0.165,L,5616.6,0.165,L,5616.6,34040,L         ,USD,5616.6,USD,5616.6,          ,,               ,10455,58884-1                  ,G,0,,NULL,NULL
11426,58885,944,Mixed Pallets,10580,L,0.1,L,1058,100,U,100,10580,L         ,USD,1058,USD,100,          ,,17488,10456,                         ,9,1,,NULL,NULL
11427,58886,856,Mixed Auto Parts,9800,L,0,U,0,0,L,0,9800,L         ,USD,0,USD,0,          ,,17489,10457,                         , ,1,,NULL,NULL
11428,58887,856,Mixed Auto Parts,9100,L,0,U,0,0,L,0,9100,L         ,USD,0,USD,0,          ,,17489,10458,                         , ,1,,NULL,NULL
11429,58888,868,PVC fencing from C&D,38972,L,0.1,L,3897.2,0.08,L,3117.76,38972,L         ,USD,3897.2,USD,3117.76,          ,,17490,10459,                         , ,0,,NULL,NULL
11430,58889,936,HDPE Toters - No Metal,40400,L,0.07,L,2828,0.05,L,2020,40400,L         ,USD,2828,USD,2020,          ,,17491,10460,                         , ,0,,NULL,NULL
11431,58890,936,HDPE Toters - No Metal,43960,L,0.095,L,4176.2,0.08,L,3516.8,43960,L         ,USD,4176.2,USD,3516.8,          ,,17492,10461,                         , ,0,,NULL,NULL
11432,58891,936,HDPE Toters - No Metal,40360,L,0.095,L,3834.2,0.08,L,3228.8,40360,L         ,USD,3834.2,USD,3228.8,          ,,17493,10462,                         ,B,0,,NULL,NULL
11433,58892,936,HDPE Toters - No Metal,40780,L,0.095,L,3874.1,0.08,L,3262.4,40780,L         ,USD,3874.1,USD,3262.4,          ,,17494,10463,                         ,B,0,,NULL,NULL
11434,58893,10087,PP Woven Rolls - White (On Pallets),39560,L,0.165,L,6527.4,0.015,L,593.4,39560,L         ,USD,6527.4,USD,593.4,          ,,17495,10464,                         ,P,0,,NULL,NULL
11435,58894,10023,HMW-HDPE Drums,0,L,0.14,L,0,0.05,L,0,0,L         ,USD,0,USD,0,          ,,17496,10465,                         , ,0,,NULL,NULL
11437,58897,881,Gaylord Boxes,460,E,8.5,E,3910,4.257,E,1957.99,460,E         ,USD,3910,USD,1957.99,          ,,17497,               ,                         ,9,2,,NULL,NULL
11438,58842,881,Gaylord Boxes,460,E,9,E,4140,4.229,E,1945.14,460,E         ,USD,4140,USD,1945.14,          ,,17466,               ,                         ,9,2,,NULL,NULL
