ref,role,user_id,alias,name-check (internal),name,street,street2,city,state_id,zip,country
2129,"Customer,Supplier,Expense",,3L DISTRIBUTION,TRUE,3L DISTRIBUTION,PO Box 3102,,Annapolis,MD,21403,United States
1553,Expense,,CHOPTANK TRANSPORT INC,TRUE,CHOPTANK TRANSPORT INC,PO Box 99,,Preston,MD,21655,United States
2394,"Supplier,Expense",Arthur Buyanovskiy,DUFFY BOX & RECYCLING INC,TRUE,DUFFY BOX & RECYCLING INC,2931 Francis Scott Key Hwy,,Taneytown,MD,21787,United States
2171,"Customer,Supplier,Expense",Igor Beylin,GOLDEN BEAR RECYCLING LLC,TRUE,GOLDEN BEAR RECYCLING LLC,PO Box 113,,"Williamsport,",MD,21795,United States
1857,"Supplier,Expense",Arthur Akopyan,VANGEL PAPER INC,TRUE,VANGEL PAPER INC,3020 Nieman Avenue,,Baltimore,MD,,United States
1184,Expense,,TRINITY LOGISTICS,TRUE,TRINITY LOGISTICS,PO Box 62702,,Baltimore,MD,21264-2702,United States
1259,Supplier,Arthur Akopyan,RETURNABLE SERVICES,TRUE,RETURNABLE SERVICES,150 Mount Vernon Ave,,Augusta,ME,4330,United States
2638,"Supplier,Expense",Igor Beylin,TRUE NORTH SEAFOOD,TRUE,TRUE NORTH SEAFOOD,PO Box 991,,Calais,ME,4619,United States
1831,"Supplier,Expense",Ricardo Pereira,PALOGIX SUPPLY CHAIN SERVICES LLC,TRUE,PALOGIX SUPPLY CHAIN SERVICES LLC,19176 Hall Road Suite 125,,Clinton Township,MI,48038,United States
1223,Supplier,Arthur Akopyan,GREAT LAKES RECYCLING,TRUE,GREAT LAKES RECYCLING,30835 Groesbeck Hwy.,,Roseville,MI,48066,United States
1953,"Supplier,Expense",Lindsey Malyavko,GFL ENVIRONMENTAL INC,TRUE,GFL ENVIRONMENTAL INC,414 E Hudson Ave,,Romulus,MI,48067,United States
1489,Expense,,G & F TRUCKING INC,TRUE,G & F TRUCKING INC,10481 TIREMAN ST,,DEARBORN,MI,48126,United States
1287,"Customer,Supplier",,AMERICAN DISMANTLER,TRUE,AMERICAN DISMANTLER,1791 Bellevue Street,,Detroit,MI,48207,United States
1539,Customer,,ELCO VENTURES LLC,TRUE,ELCO VENTURES LLC,1213 Bellevue Street,,Detroit,MI,48207,United States
2287,"Supplier,Expense",Igor Beylin,HAMTRAMCK RECYCLING,TRUE,HAMTRAMCK RECYCLING,3333 Hamtramck Drive,,Hamtramck,MI,48211,United States
1629,Expense,,MATSON LOGISTICS SERVICES LLC,TRUE,MATSON LOGISTICS SERVICES LLC,PO Box 78000,Dept. 781413,Detroit,MI,48278,United States
2205,"Customer,Supplier,Expense",Igor Beylin,INTEGRITY RECYCLING,TRUE,INTEGRITY RECYCLING,909 Bloomfield Knoll Drive,,Bloomfield Hills,MI,48304,United States
1573,"Customer,Supplier,Expense",Arthur Akopyan,METRO REYCLING SOLUTIONS,TRUE,METRO REYCLING SOLUTIONS,1912 Sherwood,,Sylvan Lake,MI,48320,United States
2312,"Supplier,Expense",Igor Beylin,PLASTICS PLUS,TRUE,PLASTICS PLUS,4200 N. Atlantic Blvd,,Auburns Hills,MI,48326,United States
1111,"Customer,Supplier,Expense",,GENERAL MILL SUPPLY CO INC,TRUE,GENERAL MILL SUPPLY CO INC,50690 General Mill Drive,,Wixom,MI,48393,United States
1750,Customer,,ACI PLASTICS WEST,TRUE,ACI PLASTICS WEST,2945 Davison Road,,Flint,MI,48506,United States
1819,"Customer,Expense",,VANTAGE PLASTICS,TRUE,VANTAGE PLASTICS,1415 W Cedar St,,Standish,MI,48658,United States
1286,"Customer,Supplier,Expense",Arthur Buyanovskiy,AJ'S RECYCLING SERVICES,TRUE,AJ'S RECYCLING SERVICES,3111 East Kilgore Road,,Kalamazoo,MI,49001,United States
1923,"Customer,Supplier",,SCHUPAN RECYCLING,TRUE,SCHUPAN RECYCLING,2225 Glendenning Road,,Kalamazoo,MI,49001,United States
1128,"Customer,Supplier",,FRANKLIN PLASTICS,TRUE,FRANKLIN PLASTICS,120 South Avenue,,Battle Creek,MI,49014,United States
2392,"Supplier,Expense",Igor Beylin,BIZ AID LLC RECYCLING,TRUE,BIZ AID LLC RECYCLING,127 Industrial Ave.,,Coldwater,MI,49036,United States
1885,"Customer,Supplier,Expense",Tiffany White,FRYMAN'S RECYCLING,TRUE,FRYMAN'S RECYCLING,300 E. Railroad St.,,Dowagiac,MI,49047,United States
2413,"Supplier,Expense",Arthur Buyanovskiy,TILE SHOP DISTRIBUTION CENTER,TRUE,TILE SHOP DISTRIBUTION CENTER,8515 Brown St.,,Ottawa Lake,MI,49267,United States
2631,"Supplier,Expense",,EXPORT HANDLING SERVICES,TRUE,EXPORT HANDLING SERVICES,11467 40th Ave,,Allendale,MI,49401,United States
2059,"Customer,Supplier,Expense",Arthur Buyanovskiy,D&J'S SERVICES LLC,TRUE,D&J'S SERVICES LLC,2322 Edson Drive,,Hudsonville,MI,49426,United States
2269,"Supplier,Expense",Tiffany White,NORTHLAND FARMS,TRUE,NORTHLAND FARMS,11161-120th Ave,,West Olive,MI,49460,United States
2384,"Supplier,Expense",Igor Beylin,W AND W MATERIALS SUPPLY,TRUE,W AND W MATERIALS SUPPLY,1325 Edna St SE,,Grand Rapids,MI,49507,United States
1231,Supplier,Arthur Akopyan,LINCOLN NURSERIES,TRUE,LINCOLN NURSERIES,0-142 LINCOLN ST NW,,GRAND RAPIDS,MI,49534,United States
1108,"Customer,Supplier",,EAST JORDAN PLASTICS INC,TRUE,EAST JORDAN PLASTICS INC,PO Box 575,,East Jordan,MI,49727,United States
2101,"Customer,Supplier,Expense",Lindsey Malyavko,NORTHERN TRANSITIONS,TRUE,NORTHERN TRANSITIONS,1401 W.  Easterday Avenue,,Sault Ste. Marie,MI,49783,United States
2206,"Supplier,Expense",Ricardo Pereira,LAKESTATE INDUSTRIES,TRUE,LAKESTATE INDUSTRIES,5701 19th Ave N,,Escanaba,MI,49829,United States
2076,"Customer,Supplier",Arthur Buyanovskiy,KAMPS INC,TRUE,KAMPS INC,PO BOX 675126,,Detroit,MI,48267-5126,United States
2189,"Supplier,Expense",Igor Beylin,W & W MATERIALS SUPPLY INC,TRUE,W & W MATERIALS SUPPLY INC,6833 Wildermere Dr NE,,Rockford,MI,49341-8597,United States
2012,Supplier,Igor Beylin,RECYCLING CONCEPTS INC,TRUE,RECYCLING CONCEPTS INC,5015 52nd St.,,Grand Rapids,MI,49512-9638,United States
2252,"Customer,Supplier,Expense",Tiffany White,MIDWEST PRODUCT RECOVERY,TRUE,MIDWEST PRODUCT RECOVERY,23014 3rd Str Ne,,East Bethel,MN,55005,United States
1821,"Customer,Supplier,Expense",Tiffany White,TWIN CITY PALLET INC,TRUE,TWIN CITY PALLET INC,12181 Margo Ave South,,Hastings,MN,55033,United States
2429,"Customer,Supplier,Expense",Arthur Buyanovskiy,GRUBER PALLETS INC,TRUE,GRUBER PALLETS INC,11490 Hudson Blvd,,Lake Elmo,MN,55042,United States
1189,Expense,,FREIGHTWAYS CORP,TRUE,FREIGHTWAYS CORP,2785 Fairview Ave N.,,Roseville,MN,55112,United States
1442,Expense,,KTI INC,TRUE,KTI INC,10301 Wayzata Blvd,,Minnetonka,MN,55305,United States
1829,"Supplier,Expense",,RANDY'S ENVIRONMENTAL SERVICES,TRUE,RANDY'S ENVIRONMENTAL SERVICES,PO Box 169,,Delano,MN,55328,United States
2117,"Customer,Expense",,RECYCLE CORP,TRUE,RECYCLE CORP,15300 Minnetonka Industrial Road,,Minnetonnka,MN,55345,United States
2040,"Supplier,Expense",Arthur Buyanovskiy,WEBB PALLET SERVICE,TRUE,WEBB PALLET SERVICE,16640 Jordan Ave,,Jordan,MN,55352,United States
1948,"Customer,Expense",,CHOICE PLASTICS INC,TRUE,CHOICE PLASTICS INC,5338 Shoreline Dr,,Mound,MN,55364,United States
1413,Supplier,Lindsey Malyavko,PIONEER PAPERSTOCK,TRUE,PIONEER PAPERSTOCK,155 Irving Avenue North,,Minneapolis,MN,55405,United States
1603,"Supplier,Expense",,HOM FURNITURE INC,TRUE,HOM FURNITURE INC,10301 Woodcrest Dr NW,,Coon Rapids,MN,55433,United States
2466,"Supplier,Expense",Igor Beylin,ROHN INDUSTRIES,TRUE,ROHN INDUSTRIES,6301 Old Shakopee Rd,,Bloomington,MN,55438,United States
1681,"Customer,Expense",,VIDA CORPORATION,TRUE,VIDA CORPORATION,9655 Schmidt Lake Rd,Suite 300,Plymouth,MN,55442,United States
1492,"Supplier,Expense",,TRIDENT POLYMERS,TRUE,TRIDENT POLYMERS,14700 28th Avenue North #35,,Plymouth,MN,55447,United States
1515,"Customer,Supplier,Expense",Arthur Buyanovskiy,PALLET RESOURCE,TRUE,PALLET RESOURCE,3371 99th Court NE,,Blaine,MN,55449,United States
2409,"Supplier,Expense",,RISE BUILDING PRODUCTS,TRUE,RISE BUILDING PRODUCTS,241 Mohr Dr,,Mankato,MN,56001,United States
1862,"Supplier,Expense",,I-90 REPROCESSING LLC,TRUE,I-90 REPROCESSING LLC,24104 755th Ave,,Albert Lea,MN,56007,United States
1954,Customer,,BEDFORD TECHNOLOGY LLC,TRUE,BEDFORD TECHNOLOGY LLC,2424 Armour Rd,PO Box 609,Worthington,MN,56187,United States
1844,"Customer,Supplier,Expense",Arthur Buyanovskiy,PYTHONS OF ST CLOUD INC,TRUE,PYTHONS OF ST CLOUD INC,PO BOX 6175,,St Cloud,MN,56302,United States
2192,"Customer,Supplier,Expense",Tiffany White,CUTTING EDGE GRINDING INC,TRUE,CUTTING EDGE GRINDING INC,608 13th Ave NW,,Little Falls,MN,56345,United States
2385,"Supplier,Expense",Arthur Buyanovskiy,CENTRAL CONVERTING,TRUE,CENTRAL CONVERTING,PO Box 324,,Riverton,MN,56455,United States
1895,"Supplier,Expense",,POLK COUNTY SOLID WASTE RECOVERY MRF,TRUE,POLK COUNTY SOLID WASTE RECOVERY MRF,708 8th St. NW,,Fosston,MN,56542,United States
2451,"Supplier,Expense",Igor Beylin,TARACON,TRUE,TARACON,6189 170th. Street North,,Hawley,MN,56549,United States
1914,"Customer,Supplier",Igor Beylin,NORTHLAND PALLET INC,TRUE,NORTHLAND PALLET INC,13285 Fenway Blvd N,,Hugo,MN,55038-7453,United States
1153,Expense,,CH ROBINSON,TRUE,CH ROBINSON,P.O. Box 9121,,Minneapolis,MN,55480-9121,United States
2424,"Customer,Supplier,Expense",Arthur Buyanovskiy,JAMPLAST INC,TRUE,JAMPLAST INC,281 CLARKSON ROAD,SUITE 102,ELLISVILLE,MO,63011,United States
2523,"Customer,Supplier,Expense",Igor Beylin,CABKA NORTH AMERICA INC,TRUE,CABKA NORTH AMERICA INC,123 Byassee Drive,,Hazelwood,MO,63042,United States
1753,"Supplier,Expense",Igor Beylin,PALLET LOGISTICS MANAGEMENT INC,TRUE,PALLET LOGISTICS MANAGEMENT INC,7100 Hazelwood Ave,,Hazelwood,MO,63042,United States
2560,"Supplier,Expense",Ricardo Pereira,SOUTHWEST PALLETS,TRUE,SOUTHWEST PALLETS,1822 Cherry Ave,,Hillsdale,MO,63121,United States
2580,"Supplier,Expense",Igor Beylin,INNOVATIVE CLAIMS SERVICE,TRUE,INNOVATIVE CLAIMS SERVICE,2510 S Brentwood Blvd,Ste 315,St Louis,MO,63144,United States
1407,Supplier,,MISSOURI PLASTICS,TRUE,MISSOURI PLASTICS,4751 State Highway Y,,Jackson,MO,63755,United States
1188,Expense,,FREIGHTQUOTECOM,TRUE,FREIGHTQUOTECOM,901 Carondelet Ave,,Kansas City,MO,64114,United States
1381,Supplier,,BATLINER PAPER STOCK CO,TRUE,BATLINER PAPER STOCK CO,2501 Front Street,,Kansas City,MO,64119,United States
1496,Expense,,ROLL ON TRANSPORTATION,TRUE,ROLL ON TRANSPORTATION,PO Box 12061,,Parkville,MO,64152,United States
2459,"Customer,Supplier,Expense",Igor Beylin,FROZEN DESSERT SUPPLIES,TRUE,FROZEN DESSERT SUPPLIES,802 N 41st,,Bethany,MO,64424,United States
2019,Supplier,Tiffany White,BIRCH RECYCLING,TRUE,BIRCH RECYCLING,18822 N Highway 169,,St Joseph,MO,64503,United States
2564,"Supplier,Expense",Igor Beylin,ADVANCED METALS,TRUE,ADVANCED METALS,1201 E 12th St.,,Lamar,MO,64759,United States
1516,"Supplier,Expense",Tiffany White,SERVICE RECYCLING - JOPLIN WASTE PAPER,TRUE,SERVICE RECYCLING - JOPLIN WASTE PAPER,3178 N Kentucky Ave,,Joplin,MO,64801,United States
2627,"Supplier,Expense",Lindsey Malyavko,MISSOURI DEPT OF HEALTH,TRUE,MISSOURI DEPT OF HEALTH,PO Box 570,,Jefferson City,MO,65102,United States
1232,Supplier,Ricardo Pereira,MARCK INDUSTRIES INC,TRUE,MARCK INDUSTRIES INC,715 Main St.,,Cassville,MO,65625,United States
1233,Supplier,Arthur Akopyan,MARCK RECYCLING,TRUE,MARCK RECYCLING,302 W 2nd Street,,Cassville,MO,65625,United States
2002,"Supplier,Expense",Arthur Buyanovskiy,MIDWEST FIBRE SALES CORP,TRUE,MIDWEST FIBRE SALES CORP,PO Box 825,,Springfield,MO,65801,United States
2612,Expense,,COOPER TRUCKLINE INC,TRUE,COOPER TRUCKLINE INC,PO Box 699,,Holly Springs,MS,38635,United States
2582,"Customer,Expense",,TIDWELL ENTERPRISES LLC,TRUE,TIDWELL ENTERPRISES LLC,8300 Industrial Dr.,,Olive Branch,MS,38654,United States
2548,"Supplier,Expense",,W & W PALLET LLC,TRUE,W & W PALLET LLC,127A Road 1597,P.O. Box 313,Nettleton,MS,38858,United States
1924,"Customer,Supplier,Expense",Igor Beylin,FV RECYCLING,TRUE,FV RECYCLING,6184 Hwy 98 W,Suite 210,Hattiesburg,MS,39402,United States
1602,"Supplier,Expense",Arthur Akopyan,P&H PROPERTIES LLC,TRUE,P&H PROPERTIES LLC,PO Box 18457,,Hattiesburg,MS,39404,United States
1834,"Supplier,Expense",Igor Beylin,ALLEN RECYCLING,TRUE,ALLEN RECYCLING,100 Industrial Drive,,Canton,MS,39046-3214,United States
2599,"Supplier,Expense",Lindsey Malyavko,NEW MARCO CONTAINERS,TRUE,NEW MARCO CONTAINERS,2425 Cragmore Rd,,Winston-Salem,NC,27107,United States
2598,"Supplier,Expense",Arthur Buyanovskiy,VERITY RECYCLING LLC,TRUE,VERITY RECYCLING LLC,237 W Central Ave,,Asheboro,NC,27203,United States
1484,"Customer,Supplier,Expense",Igor Beylin,ASHEBORO RECYCLING,TRUE,ASHEBORO RECYCLING,PO Box 1032,,Asheboro,NC,27204,United States
1776,"Supplier,Expense",Igor Beylin,NEW LIFE PLASTIC RECYCLING INC,TRUE,NEW LIFE PLASTIC RECYCLING INC,129 W. Trade St.,PO Box 945,Burlington,NC,27215,United States
2291,Customer,Igor Beylin,HIGH POINT PLASTICS,TRUE,HIGH POINT PLASTICS,1024 Porter St,,High Point,NC,27263,United States
2480,"Supplier,Expense",Igor Beylin,THE PENROD COMPANY,TRUE,THE PENROD COMPANY,601 Alton Place,,High Point,NC,27263,United States
1687,"Supplier,Expense",Igor Beylin,CITY OF HIGH POINT,TRUE,CITY OF HIGH POINT,5875 Riverdale Drive,,Jamestown,NC,27282,United States
2094,"Supplier,Expense",Lindsey Malyavko,PALLET EXPRESS INC,TRUE,PALLET EXPRESS INC,PO Box 1998,,Liberty,NC,27298,United States
1909,"Customer,Expense",,ENVIROVISION TECHNOLOGIES LLC,TRUE,ENVIROVISION TECHNOLOGIES LLC,PO Box 1029,,Linwood,NC,27299,United States
1740,"Customer,Expense",,CARDINAL RECYCLING,TRUE,CARDINAL RECYCLING,PO BOX 2883,,Reidsville,NC,27320,United States
2134,"Supplier,Expense",Igor Beylin,PRO PALLET SOUTH,TRUE,PRO PALLET SOUTH,105 Poole Rd,,Troy,NC,27371,United States
2483,"Supplier,Expense",Igor Beylin,ENERGYNC,TRUE,ENERGYNC,156 Industrial Ave,,Greensboro,NC,27406,United States
1599,"Customer,Supplier,Expense",,UNIFI MANUFACTURING INC,TRUE,UNIFI MANUFACTURING INC,PO Box 19109,,Greensboro,NC,27419,United States
2325,Expense,,EPES LOGISTICS SERVICES INC,TRUE,EPES LOGISTICS SERVICES INC,PO BOX 35884,,Greensboro,NC,27425,United States
2068,"Customer,Supplier,Expense",Ricardo Pereira,GREER RECYCLING,TRUE,GREER RECYCLING,200 22nd St.,,Butner,NC,27509,United States
2231,"Supplier,Expense",Ricardo Pereira,GRANVILLE PALLET COMPANY INC,TRUE,GRANVILLE PALLET COMPANY INC,3566 Highway 15,,Oxford,NC,27565,United States
2546,"Supplier,Expense",Lindsey Malyavko,MULDROWS RECYCLING,TRUE,MULDROWS RECYCLING,833 Hill Street,,Rocky Mount,NC,27801,United States
1887,"Customer,Supplier,Expense",,CAROLINA RECYCLE PARTNERS,TRUE,CAROLINA RECYCLE PARTNERS,101 Plum Street,,Belmont,NC,28012,United States
1961,Supplier,,SI KOTE TECHNOLOGIES,TRUE,SI KOTE TECHNOLOGIES,3425 Denver Dr,,DENVER,NC,28037,United States
1795,"Customer,Supplier,Expense",Igor Beylin,ROWAN COUNTY,TRUE,ROWAN COUNTY,PO Box 430,,East Spencer,NC,28039,United States
2199,"Supplier,Expense",Tiffany White,EDS PALLET WORLD,TRUE,EDS PALLET WORLD,559 Race Path Church Rd,,Ellenboro,NC,28040,United States
2323,Expense,,DOCK 2 DOCK LLC,TRUE,DOCK 2 DOCK LLC,813 S. Oakland St,,Gastonia,NC,28052,United States
2575,"Customer,Supplier,Expense",Igor Beylin,UTZ QUALITY FOODS,TRUE,UTZ QUALITY FOODS,237 Industrial Drive,,Kings Mountain,NC,28086,United States
2271,Supplier,,BROAD RIVER ASSETS,TRUE,BROAD RIVER ASSETS,167 SHELBY RD,,LAWNDALE,NC,28090,United States
2066,"Customer,Supplier,Expense",Lindsey Malyavko,DAVIS LOGAN LLC,TRUE,DAVIS LOGAN LLC,229 Whitney Dr,,Locust,NC,28097,United States
2549,"Supplier,Expense",Igor Beylin,KLEANGRO DISTRIBUTION,TRUE,KLEANGRO DISTRIBUTION,"4999 Smith Farm Rd,",,Matthews,NC,28104,United States
2397,"Customer,Supplier,Expense",Igor Beylin,HARRIS TEETER,TRUE,HARRIS TEETER,701 Crestdale Rd,,Matthews,NC,28105,United States
2114,"Customer,Supplier,Expense",Arthur Buyanovskiy,CAROLINA RECYCLING & CONSULTING LLC,TRUE,CAROLINA RECYCLING & CONSULTING LLC,PO Box 1461,,Matthews,NC,28106,United States
2512,"Customer,Supplier,Expense",Arthur Buyanovskiy,CRC SOUTHERN RECYCLING INC,TRUE,CRC SOUTHERN RECYCLING INC,PO Box 1461,,Matthews,NC,28106,United States
2295,"Supplier,Expense",Igor Beylin,ACHEM INDUSTRY AMERICA INC,TRUE,ACHEM INDUSTRY AMERICA INC,3000 Stitt Street,Suite 130,Monroe,NC,28110,United States
2277,"Supplier,Expense",Igor Beylin,GRIFFIN FARM MACHINE COMPANY,TRUE,GRIFFIN FARM MACHINE COMPANY,6022 Unionville-Brief Rd,,Monroe,NC,28110,United States
2151,"Customer,Supplier,Expense",Arthur Buyanovskiy,POLYREPS INC,TRUE,POLYREPS INC,2501 Ashcraft Avenue,,Monroe,NC,28110,United States
1960,"Customer,Supplier",,EXTERA,TRUE,EXTERA,PO BOX 4148,,Mooresville,NC,28117,United States
1908,"Customer,Supplier,Expense",,FIBERON,TRUE,FIBERON,181 Random Drive,,New London,NC,28127,United States
2393,"Supplier,Expense",Igor Beylin,VALUE CLOTHING,TRUE,VALUE CLOTHING,1310 Richard St,,Salisbury,NC,28144,United States
2396,"Supplier,Expense",Igor Beylin,ADUSA DISTRIBUTION,TRUE,ADUSA DISTRIBUTION,2085 Harrison Rd,,Salisbury,NC,28147,United States
1326,"Customer,Supplier,Expense",Igor Beylin,POWERHOUSE RECYCLING,TRUE,POWERHOUSE RECYCLING,220 Ryan Patrick Drive,,Salisbury,NC,28147,United States
2468,"Customer,Supplier,Expense",Igor Beylin,R3CYCLE INDUSTRIES LLC,TRUE,R3CYCLE INDUSTRIES LLC,4417 Helms Rd,,Waxhaw,NC,28173,United States
2402,"Customer,Supplier,Expense",Lindsey Malyavko,GLOBAL CIRCLE RECYCLING LLC,TRUE,GLOBAL CIRCLE RECYCLING LLC,1800 Camden Rd Suite 107-280,,Charlotte,NC,28203,United States
2500,"Supplier,Expense",Igor Beylin,BACE CORP,TRUE,BACE CORP,322 W 32nd St,,Charlotte,NC,28206,United States
2434,"Supplier,Expense",Igor Beylin,COUNT JUNKULA OF CHARLOTTE,TRUE,COUNT JUNKULA OF CHARLOTTE,1025 McClelland Ct,,Charlotte,NC,28206,United States
2047,Expense,,HUCK'S PIGGYBACK SERVICE,TRUE,HUCK'S PIGGYBACK SERVICE,1200 W Craighead Rd,,Charlotte,NC,28206,United States
1881,Expense,,FSI INC,TRUE,FSI INC,360 Aqua Chem Dr,,Charlotte,NC,28208,United States
1845,"Supplier,Expense",Igor Beylin,DAK AMERICAS,TRUE,DAK AMERICAS,3216 Cedar Creek Rd,,Fayetteville,NC,28213,United States
1837,"Supplier,Expense",Igor Beylin,MARTEX FIBER SOUTHERN CORP,TRUE,MARTEX FIBER SOUTHERN CORP,6728 Orr Road,,Charlotte,NC,28213,United States
2007,Supplier,Igor Beylin,FEDEX,TRUE,FEDEX,6600 CSX Way,,Charlotte,NC,28214,United States
1806,"Supplier,Expense",Igor Beylin,NEALS PALLET CO,TRUE,NEALS PALLET CO,8808 Wilkinson Blvd,,Charlotte,NC,28214,United States
2596,"Supplier,Expense",Igor Beylin,SERVICE MATERIALS GROUP LLC,TRUE,SERVICE MATERIALS GROUP LLC,5516 Susan Dr,,Charlotte,NC,28215,United States
2383,Expense,,THE SHIP GROUP LOGISTICS,TRUE,THE SHIP GROUP LOGISTICS,"3126 Milton Road, Suite 222B",,Charlotte,NC,28215,United States
2292,"Supplier,Expense",Lindsey Malyavko,CENTURION CONTAINER LLC,TRUE,CENTURION CONTAINER LLC,4330 Chesapeake Dr,,Charlotte,NC,28216,United States
2559,Expense,,PAUL TRANSPORTATION,TRUE,PAUL TRANSPORTATION,10612 Woodhollow Rd,,Mint Hill,NC,28227,United States
1428,"Customer,Supplier,Expense",Igor Beylin,SKY RECYCLING,TRUE,SKY RECYCLING,PO Box 34707,,Charlotte,NC,28234,United States
1511,"Supplier,Expense",Arthur Akopyan,RECOMMUNITY CORP,TRUE,RECOMMUNITY CORP,PO Box 603031,,Charlotte,NC,28260,United States
2476,"Supplier,Expense",Igor Beylin,BAKKAVOR FOODS USA INC,TRUE,BAKKAVOR FOODS USA INC,10220 Western Ridge Road,Suite P,Charlotte,NC,28273,United States
2003,"Supplier,Expense",Arthur Buyanovskiy,STEIN SERVICE & SUPPLY LLC,TRUE,STEIN SERVICE & SUPPLY LLC,1301-G Westinghouse Blvd,,Charlotte,NC,28273,United States
1115,"Customer,Supplier",,NEED CO,TRUE,NEED CO,10612-D PROVIDENCE RD #750,,CHARLOTTE,NC,28277,United States
2111,Supplier,,NEED PO,TRUE,NEED PO,10612-D PROVIDENCE RD #750,,CHARLOTTE,NC,28277,United States
1433,"Customer,Supplier",,UCS,TRUE,UCS,10612-D Providence Rd,#750,Charlotte,NC,28277,United States
2023,"Customer,Supplier",Igor Beylin,JC PALLET CO INC,TRUE,JC PALLET CO INC,501 E Elm St,,Bladenboro,NC,28320,United States
2423,"Supplier,Expense",Igor Beylin,WARREN OIL COMPANY,TRUE,WARREN OIL COMPANY,2340 US 301 N,,Dunn,NC,28334,United States
2351,"Supplier,Expense",Igor Beylin,CITY OF LAURINBURG,TRUE,CITY OF LAURINBURG,503 Hall Street,,Laurinburg,NC,28352,United States
2430,"Customer,Supplier,Expense",Arthur Buyanovskiy,LAURINBURG PUBLIC WORKS,TRUE,LAURINBURG PUBLIC WORKS,600 Hall Street,,Laurinburg,NC,28352,United States
1872,"Supplier,Expense",Igor Beylin,WAGRAM PAPER STOCK INC,TRUE,WAGRAM PAPER STOCK INC,21880 2nd. St.,,Wagram,NC,28396,United States
2272,"Customer,Expense",,CAROLINA BLUEBERRY GROUP,TRUE,CAROLINA BLUEBERRY GROUP,2038 Georgia Pacific Rd,,Whiteville,NC,28472,United States
1794,"Supplier,Expense",Igor Beylin,THE RECYCLING GROUP,TRUE,THE RECYCLING GROUP,1629 US Hwy 70,,Connelly Springs,NC,28612,United States
2412,"Customer,Supplier,Expense",,AXJO,TRUE,AXJO,221 McLin Creek Road S,,Conover,NC,28613,United States
2017,Supplier,Igor Beylin,NELSON CO,TRUE,NELSON CO,2588 Heart Dr,,Conover,NC,28613,United States
2126,Expense,,GRAY ROCK LLC,TRUE,GRAY ROCK LLC,822 Mocksville Hwy,,Statesville,NC,28625,United States
2439,"Supplier,Expense",Igor Beylin,FLEETGENIUS,TRUE,FLEETGENIUS,1808 Norwood St. SW,,Lenoir,NC,28645,United States
2576,"Supplier,Expense",Igor Beylin,RECYCLING ASSOCIATES,TRUE,RECYCLING ASSOCIATES,2424 Norwood St SW,,Lenoir,NC,28645,United States
2037,"Supplier,Expense",Ricardo Pereira,RECYCLING ASSOCIATES LLC,TRUE,RECYCLING ASSOCIATES LLC,2424 Norwood St SW,,Lenoir,NC,28645,United States
2043,Supplier,Igor Beylin,STAT INC,TRUE,STAT INC,2550 Hickory Blvd. SW,,Lenoir,NC,28645,United States
2128,Expense,,CWD FLATBED TRUCKING INC,TRUE,CWD FLATBED TRUCKING INC,293 Arlie Loop,,Statesville,NC,28677,United States
2125,Supplier,Igor Beylin,PLASGAD USA LLC,TRUE,PLASGAD USA LLC,933 Meacham Rd,,Statesville,NC,28677,United States
1968,"Customer,Supplier",Igor Beylin,SPROUT,TRUE,SPROUT,613 Bond Street,,Statesville,NC,28677,United States
1464,Customer,,AMERICAN RECYCING OF WNC,TRUE,AMERICAN RECYCING OF WNC,1291 Sand Hill Road,,Candler,NC,28715,United States
2478,"Customer,Supplier,Expense",Igor Beylin,EMTELLE,TRUE,EMTELLE,101 Mills Gap RD,Unit A,Fletcher,NC,28732,United States
2071,Supplier,Igor Beylin,MACON COUNTY SOLID WASTE,TRUE,MACON COUNTY SOLID WASTE,109 Sierra Drive,,Franklin,NC,28734,United States
1288,Supplier,Arthur Buyanovskiy,ASHEVILLE WASTE PAPER,TRUE,ASHEVILLE WASTE PAPER,PO BOX 3335,,ASHEVILLE,NC,28802,United States
1312,Supplier,Arthur Buyanovskiy,TRI-CITY WASTE PAPER,TRUE,TRI-CITY WASTE PAPER,PO BOX 3335.,,ASHEVILLE,NC,28802,United States
1920,Supplier,Igor Beylin,CURBSIDE MANAGEMENT,TRUE,CURBSIDE MANAGEMENT,PO BOX 18722,,Asheville,NC,28814,United States
2113,"Supplier,Expense",Igor Beylin,VALE SALVAGE & RECYCLING,TRUE,VALE SALVAGE & RECYCLING,2809 Sam Houser Rd,,Vale,NC,28168-9367,United States
1480,Expense,,AXLE LOGISTICS,TRUE,AXLE LOGISTICS,PO Box 896456,,Charlotte,NC,28289-6456,United States
2320,Expense,,UNITED STEEL AND AGGREGATE INC,TRUE,UNITED STEEL AND AGGREGATE INC,755 5th Ave SE,,Dickinson,ND,58601,United States
2579,Expense,,TMC TRANSPORTATION,TRUE,TMC TRANSPORTATION,PO Box 3567,,Omaha,NE,68103,United States
2438,"Supplier,Expense",Mack McMurray,JONES BARREL COMPANY,TRUE,JONES BARREL COMPANY,2424 North 11th Street,,Omaha,NE,68110,United States
1396,"Customer,Supplier,Expense",Lindsey Malyavko,FIRSTAR FIBER,TRUE,FIRSTAR FIBER,10330 I Street,,Omaha,NE,68127,United States
